i;T_Z;k_f;k_v;safety_radius;distance_12;distance_13;distance_14;distance_23;distance_24;distance_34;px_1;py_1;pz_1;vx_1;vy_1;vz_1;px_2;py_2;pz_2;vx_2;vy_2;vz_2;px_3;py_3;pz_3;vx_3;vy_3;vz_3;px_4;py_4;pz_4;vx_4;vy_4;vz_4
26;0.3;15.5;5.2;0.4;0.835896602938758;0.929282994234079;1.33623087966204;1.15096618826098;1.34633751901766;0.440663124383245;-0.431268781423569;1.65998125076294;0.303565502166748;-0.00544281071051955;-0.0433023497462273;0.0168627388775349;-0.420847803354263;2.49581289291382;0.306347757577896;-0.00733593059703708;-0.0596978850662708;-0.0449127592146397;0.488785177469254;1.7906242609024;0.309110343456268;-0.00963436998426914;-0.0139432558789849;0.0230296887457371;0.848052144050598;2.04579329490662;0.294632911682129;-0.0312537103891373;-0.211688578128815;-0.00929321628063917
27;0.3;15.5;5.2;0.4;0.833735120207893;0.928847101474627;1.32926664954165;1.14805995877589;1.3496818433255;0.428590463396008;-0.431555360555649;1.65707421302795;0.302520424127579;-0.00868406984955072;-0.0311129782348871;0.0135168666020036;-0.421456396579742;2.49074816703796;0.301043182611465;-0.0108173415064812;-0.0471011251211166;-0.010853766463697;0.487763404846191;1.7897766828537;0.310196310281754;-0.0108761051669717;-0.00317650870420039;0.00943226832896471;0.845576107501984;2.02570009231567;0.306688219308853;-0.0139162158593535;-0.171861559152603;0.0881317108869553
28;0.3;15.5;5.2;0.4;0.831571606373812;0.929040942607695;1.32366855630198;1.14468741279063;1.3529103444132;0.41769158509523;-0.431639492511749;1.65498423576355;0.304886102676392;-0.00721552921459079;-0.0219204369932413;0.0429378375411034;-0.421348065137863;2.48649215698242;0.30345556139946;-0.0139699168503284;-0.0343352667987347;0.0313448645174503;0.487461477518082;1.79052197933197;0.310997009277344;0.00024054924142547;0.0105625307187438;0.0106655498966575;0.844101369380951;2.00794839859009;0.308655351400375;-0.0196518655866385;-0.181236267089844;0.034881416708231
29;0.3;15.5;5.2;0.4;0.828945111495739;0.929783091492506;1.31580062821814;1.14091886320269;1.35814180204044;0.402576945719836;-0.430901110172272;1.65218126773834;0.308924078941345;0.00434803729876876;-0.0354539938271046;0.0538032464683056;-0.422003388404846;2.48107862472534;0.307697862386703;-0.0200114548206329;-0.0397495664656162;0.0185736995190382;0.488142758607864;1.79308891296387;0.312194257974625;0.00418016267940402;0.0226086229085922;0.022070026025176;0.842186033725739;1.98471760749817;0.301940232515335;-0.0160973872989416;-0.218484863638878;-0.02298822440207
30;0.3;15.5;5.2;0.4;0.829698445873019;0.930220572786052;1.30718491945477;1.13852486346542;1.36558846794256;0.387230999791725;-0.429397165775299;1.64882946014404;0.311443418264389;0.00839958805590868;-0.0408076606690884;0.0277748052030802;-0.422406911849976;2.4784984588623;0.318414360284805;-0.0107899783179164;-0.00764210196211934;0.0954737737774849;0.489066630601883;1.79625594615936;0.313295543193817;0.0046065435744822;0.0250553973019123;0.0163974240422249;0.840475142002106;1.95892095565796;0.29997256398201;-0.0245672035962343;-0.232715651392937;0.0412089712917805
31;0.3;15.5;5.2;0.4;0.831655995958417;0.930728949072314;1.29962847586313;1.13606201352303;1.3698409883947;0.375128271383493;-0.427919536828995;1.64510035514832;0.314501225948334;0.00623417738825083;-0.039727471768856;0.0303792729973793;-0.421715170145035;2.47673320770264;0.322020769119263;-0.00726048089563847;-0.0231465753167868;0.038953460752964;0.490006864070892;1.79894280433655;0.313975840806961;0.00714493030682206;0.0193897746503353;0.0156013369560242;0.838086247444153;1.93880689144135;0.311587303876877;-0.0473368689417839;-0.191658779978752;0.115737192332745
32;0.3;15.5;5.2;0.4;0.832687823464004;0.931503108807931;1.29101915334484;1.13406626504934;1.37023864283323;0.363376692060053;-0.426566123962402;1.64196574687958;0.317207604646683;0.00556069659069181;-0.0381357371807098;0.0410353057086468;-0.420847326517105;2.47463393211365;0.324494332075119;-0.0057636839337647;-0.0225701965391636;0.024704011157155;0.49130055308342;1.80077004432678;0.315221548080444;0.00965400319546461;0.005458973813802;0.023730980232358;0.833477795124054;1.92307031154633;0.322874367237091;-0.0617414452135563;-0.170963808894157;0.104044780135155
33;0.3;15.5;5.2;0.4;0.832922930760304;0.927399465950764;1.27983253706147;1.13205276338313;1.36967754857377;0.354886322135339;-0.424933105707169;1.63898515701294;0.319734752178192;0.00545797497034073;-0.0352084897458553;0.0407636165618897;-0.421100705862045;2.47189927101135;0.319253414869308;-0.00961223337799311;-0.0439551807940006;-0.0268562640994787;0.488691002130508;1.79823577404022;0.318195760250092;-0.0758135691285133;-0.0646236687898636;0.0408647879958153;0.826565980911255;1.90679359436035;0.331445902585983;-0.069470152258873;-0.116938561201096;0.0466279573738575
34;0.3;15.5;5.2;0.4;0.831380714260757;0.902692994288354;1.2670988488718;1.12204648220313;1.36248813834698;0.367598924573747;-0.42321765422821;1.63614284992218;0.321408927440643;0.0063918880186975;-0.0341442599892616;0.0222340188920498;-0.420782744884491;2.46751999855041;0.318284541368484;-0.0154550736770034;-0.0486246198415756;6.75947303534485E-05;0.467594146728516;1.78211879730225;0.322317510843277;-0.297637969255447;-0.19412824511528;0.0245631039142609;0.816665768623352;1.89734888076782;0.332954436540604;-0.0756469219923019;-0.049097266048193;-0.00704190973192453
35;0.3;15.5;5.2;0.4;0.829927285827206;0.860973784355542;1.26892590068318;1.10446178213854;1.35598977856483;0.414957591595682;-0.421982228755951;1.63231837749481;0.319938033819199;0.00433278456330299;-0.0414755158126354;0.00613118335604668;-0.420750349760056;2.46224474906921;0.330062806606293;-0.0209823865443468;-0.048181876540184;0.0801308453083038;0.429812610149384;1.75770342350006;0.325280129909515;-0.483816027641296;-0.271106719970703;0.00198265467770398;0.816688418388367;1.90775978565216;0.342609137296677;-0.0448028445243835;0.0445310883224011;0.0669125244021416
