i;T_Z;k_f;safety_radius;distance_12;distance_13;distance_14;distance_23;distance_24;distance_34;px_1;py_1;pz_1;vx_1;vy_1;vz_1;px_2;py_2;pz_2;vx_2;vy_2;vz_2;px_3;py_3;pz_3;vx_3;vy_3;vz_3;px_4;py_4;pz_4;vx_4;vy_4;vz_4
286;0.3;0.5;0.4;0.883121695782763;1.25180044645303;0.922635704211912;0.984025809672095;1.38195619018295;0.940866293444149;-0.146652892231941;-0.906526565551758;0.300026446580887;-0.00774568924680352;-0.00737360678613186;-0.000774841872043908;-0.241000071167946;-0.0284590627998114;0.300012767314911;0.00426352536305785;0.0106648877263069;-0.00100389821454883;0.743022441864014;-0.0259119179099798;0.300010979175568;0.00343173323199153;0.00722849601879716;-0.000897898571565747;0.774046719074249;-0.966266572475433;0.300023943185806;-0.00237120152451098;-0.000822724017780274;-0.000857853097841144
287;0.3;0.5;0.4;0.883301371109357;1.2525626666493;0.923283357917899;0.984389960690251;1.38195262451366;0.940639533544419;-0.147841200232506;-0.907027542591095;0.300055086612701;-0.00780021073296666;-0.00739315012469888;-0.000910672941245139;-0.242088481783867;-0.0287686046212912;0.300042659044266;0.00425540376454592;0.0106495805084705;-0.00101123342756182;0.742296993732452;-0.0257970225065947;0.300042808055878;0.00346852489747107;0.00726937036961317;-0.000805901538114995;0.77356219291687;-0.965916812419891;0.300050675868988;-0.00237481296062469;-0.000822390662506223;-0.000838647247292101
288;0.3;0.5;0.4;0.883498159049956;1.25334529895062;0.923934613567568;0.984756707371966;1.38195272111486;0.940422708930404;-0.149031162261963;-0.907523155212402;0.300057053565979;-0.00778853520750999;-0.00737873744219542;-0.000890701427124441;-0.243162348866463;-0.0290538519620895;0.300043284893036;0.00450879475101829;0.0108604617416859;-0.00105386564973742;0.741588532924652;-0.0256665926426649;0.300043374300003;0.00358720007352531;0.00734513718634844;-0.000883425585925579;0.773078739643097;-0.965561926364899;0.30005007982254;-0.00238332198932767;-0.000821100315079093;-0.000870805350132287
289;0.3;0.5;0.4;0.883677594596876;1.25414033520217;0.924585648311523;0.985135337558709;1.38194300039037;0.940214971044085;-0.150217726826668;-0.908009827136993;0.300081968307495;-0.00776685075834394;-0.00734813790768385;-0.000525841722264886;-0.24423186480999;-0.0293475296348333;0.300068885087967;0.00454826606437564;0.0108519252389669;-0.000668659980874509;0.740896046161652;-0.02552230656147;0.300066232681274;0.00368851632811129;0.00739663653075695;-0.000472660351078957;0.772597312927246;-0.965202689170837;0.300073623657227;-0.0023961840197444;-0.000838431296870112;-0.000441637472249568
290;0.3;0.5;0.4;0.883845419412188;1.25493726815795;0.925235442756112;0.985528898434805;1.3819337836939;0.940009369176101;-0.151403695344925;-0.908485412597656;0.300059974193573;-0.00778143340721726;-0.00729881413280964;-0.00104001606814563;-0.245310470461845;-0.0296428538858891;0.300050914287567;0.0043700928799808;0.0106875747442245;-0.00114725576713681;0.74020916223526;-0.0253693051636219;0.300048112869263;0.00372080481611192;0.00743436207994819;-0.000969288579653949;0.772114098072052;-0.964837074279785;0.300055593252182;-0.00244110426865518;-0.000818589003756642;-0.000916997203603387
291;0.3;0.5;0.4;0.884071463126346;1.25573012544862;0.925883894222726;0.985793061256838;1.38187953347249;0.939801568417321;-0.152587816119194;-0.908947050571442;0.299987256526947;-0.00775096705183387;-0.0072383345104754;-0.00157613959163427;-0.246259301900864;-0.0298520587384701;0.299978882074356;0.00399789959192276;0.0104174977168441;-0.0016638224478811;0.739522814750671;-0.0252068340778351;0.299977093935013;0.00373248779214919;0.00746178859844804;-0.00155343802180141;0.7716304063797;-0.964459776878357;0.299985945224762;-0.00246047461405396;-0.000775301246903837;-0.00150595151353627
292;0.3;0.5;0.4;0.884285172393086;1.25647793908112;0.926528658996482;0.986085166718408;1.38188400485227;0.939610815832992;-0.153764888644218;-0.909391760826111;0.299947887659073;-0.00769592681899667;-0.00716563640162349;-0.000995604903437197;-0.247303351759911;-0.0300676897168159;0.299930572509766;0.00423845928162336;0.0107428692281246;-0.00117774296086282;0.738768875598908;-0.0250161103904247;0.299930363893509;0.00373536162078381;0.00748526863753796;-0.000967593281529844;0.771149039268494;-0.964068830013275;0.299942970275879;-0.00246710260398686;-0.000736761023290455;-0.00109603104647249
293;0.3;0.5;0.4;0.884475687379599;1.25725314644623;0.927169217427024;0.986443525952071;1.38187471250151;0.939398121147296;-0.154933780431747;-0.909819424152374;0.299985408782959;-0.00763443717733026;-0.00709760235622525;-0.000979699660092592;-0.248343512415886;-0.0302900820970535;0.299970060586929;0.00447230273857713;0.0109643638134003;-0.00104428548365831;0.73808491230011;-0.0248318035155535;0.299963444471359;0.00373070500791073;0.00750123616307974;-0.00102094910107553;0.770670592784882;-0.963664591312408;0.299975544214249;-0.0023750951513648;-0.000889981805812568;-0.00103846448473632
294;0.3;0.5;0.4;0.884692436822166;1.25801853247506;0.927807172591461;0.986746485975721;1.38185286563063;0.939184815180317;-0.15609547495842;-0.910229682922363;0.300040721893311;-0.00760880718007684;-0.00701762270182371;-0.000558188417926431;-0.249328747391701;-0.0304636545479298;0.300022006034851;0.00473587494343519;0.0112678725272417;-0.000690604152623564;0.737400531768799;-0.0246363710612059;0.300015360116959;0.0036841242108494;0.00752465985715389;-0.000604678585659713;0.770195603370667;-0.963248431682587;0.300022602081299;-0.00237948819994926;-0.000873854442033917;-0.00062222930137068
295;0.3;0.5;0.4;0.884952337155812;1.25877514798203;0.928444777818901;0.986989585703105;1.38182558182225;0.938967700769644;-0.157254070043564;-0.910619735717773;0.30009725689888;-0.0076271933503449;-0.00692334631457925;-0.000830649572890252;-0.250256896018982;-0.0305679682642221;0.300062090158463;0.00500166742131114;0.0116108292713761;-0.000992588931694627;0.736713588237762;-0.0244274884462357;0.300066083669662;0.00362188555300236;0.00757805770263076;-0.000851250777486712;0.769722402095795;-0.962814807891846;0.300077229738235;-0.0024938581045717;-0.000593637174461037;-0.000723258592188358
296;0.3;0.5;0.4;0.885237673577208;1.25952765565455;0.929081725423009;0.987197931002053;1.38179162143953;0.938744678529277;-0.158413037657738;-0.910991966724396;0.300139933824539;-0.00763625651597977;-0.00686608254909515;-0.000754493579734117;-0.251153498888016;-0.0306255966424942;0.300087809562683;0.00525008840486407;0.0119202239438891;-0.000932766008190811;0.736023545265198;-0.0242038778960705;0.300109624862671;0.00358418910764158;0.00762260751798749;-0.000710283406078815;0.769247531890869;-0.962360441684723;0.30012246966362;-0.00254168710671365;-0.000499146466609091;-0.000667891406919807
297;0.3;0.5;0.4;0.885535568042963;1.26027693453679;0.929716652596605;0.987389979661877;1.38175663023063;0.938521974474589;-0.159568607807159;-0.911349415779114;0.30015704035759;-0.00759295048192143;-0.00681998068466783;-0.00131364120170474;-0.252033531665802;-0.0306545309722424;0.300093412399292;0.00548294326290488;0.0121818585321307;-0.00146892783232033;0.735333800315857;-0.0239669550210237;0.30012646317482;0.00359526975080371;0.00766700878739357;-0.00131970748770982;0.768773138523102;-0.961893022060394;0.300140857696533;-0.00247445120476186;-0.0006448173080571;-0.00129664316773415
298;0.3;0.5;0.4;0.88583516483918;1.26102340467904;0.930348775277526;0.987579968216817;1.38172538014721;0.938305308843073;-0.160715028643608;-0.911692261695862;0.300139993429184;-0.00752165168523788;-0.00676805293187499;-0.0014352077851072;-0.252905607223511;-0.030667383223772;0.300070971250534;0.00562954740598798;0.0123370373621583;-0.00149902794510126;0.734649896621704;-0.0237160921096802;0.30010861158371;0.00363928871229291;0.00771895982325077;-0.0014488942688331;0.76830393075943;-0.961417675018311;0.300114452838898;-0.00245902361348271;-0.000654876988846809;-0.00143060286063701
299;0.3;0.5;0.4;0.886124858183687;1.26176573520601;0.930974509370484;0.987777750426328;1.38169593779335;0.938095853374954;-0.161851912736893;-0.912018001079559;0.300124704837799;-0.00747733935713768;-0.00668131513521075;-0.00117575353942811;-0.253779321908951;-0.0306743588298559;0.300059884786606;0.00559350894764066;0.0123267285525799;-0.0012417909456417;0.733972012996674;-0.0234504658728838;0.300091445446014;0.00365358986891806;0.00777296163141727;-0.0012154703726992;0.767836570739746;-0.96093487739563;0.300090610980988;-0.002439278177917;-0.000693506852257997;-0.00119385670404881
300;0.3;0.5;0.4;0.886385049914872;1.26250230657771;0.931602913360831;0.987997654064965;1.38166982593113;0.937889346804855;-0.162981629371643;-0.912322998046875;0.300139218568802;-0.00741781294345856;-0.00656864559277892;-0.000487564160721377;-0.254670232534409;-0.0306928846985102;0.300078332424164;0.00543976342305541;0.0121445739641786;-0.000551355828065425;0.733298778533936;-0.0231697466224432;0.300103515386581;0.0036928690969944;0.00783523079007864;-0.000525036186445504;0.767377853393555;-0.960439741611481;0.300106942653656;-0.00244396738708019;-0.000604815257247537;-0.000427958701038733
301;0.3;0.5;0.4;0.886610342100098;1.26323400629248;0.932225753198796;0.988241543656835;1.38163514517114;0.93768136098056;-0.164102002978325;-0.912608146667481;0.300135284662247;-0.00736135290935636;-0.00647534569725394;-0.00108917301986367;-0.255577743053436;-0.0307294204831123;0.300079822540283;0.00534641090780497;0.0119937155395746;-0.00115863350220025;0.732632577419281;-0.0228737778961658;0.300098270177841;0.00372901419177651;0.0078974487259984;-0.00106909638270736;0.766921997070313;-0.959927976131439;0.300108045339584;-0.00245334627106786;-0.000498244422487915;-0.00103733013384044
302;0.3;0.5;0.4;0.886816397916252;1.26396341859964;0.932848277135333;0.988493954462541;1.38159895157627;0.937480179646444;-0.165213450789452;-0.912875533103943;0.300098299980164;-0.00729022361338139;-0.00639861170202494;-0.00136208930052817;-0.256486177444458;-0.0307686161249876;0.30004146695137;0.0054384577088058;0.0120108770206571;-0.00147814187221229;0.731973707675934;-0.0225616972893476;0.3000667989254;0.00378537620417774;0.00796153582632542;-0.0013328418135643;0.766473591327667;-0.959406852722168;0.300070196390152;-0.0024155059363693;-0.000473214779049158;-0.00129311764612794
303;0.3;0.5;0.4;0.887018280552361;1.2646916670811;0.93347385598931;0.98874288424025;1.38157310761415;0.937298714693409;-0.166315108537674;-0.913127422332764;0.300065815448761;-0.00722368946298957;-0.00633371947333217;-0.00112029979936779;-0.257382452487946;-0.0307963229715824;0.300003081560135;0.0056129121221602;0.0121452249586582;-0.00126554991584271;0.73132336139679;-0.0222345050424337;0.300037175416946;0.00383676472119987;0.00802100729197264;-0.00112970639020205;0.766036331653595;-0.958890199661255;0.300024390220642;-0.00236066849902272;-0.000572254590224475;-0.00115366175305098
304;0.3;0.5;0.4;0.887221662267407;1.26541861293575;0.934102999164249;0.988986908669309;1.38156205295011;0.937138576775131;-0.167410418391228;-0.913369357585907;0.300062417984009;-0.00720722926780582;-0.00629498297348619;-0.00112493569031358;-0.258268356323242;-0.0308122131973505;0.299996107816696;0.00571190239861608;0.0122139416635036;-0.00124498642981052;0.730678379535675;-0.0218982268124819;0.300029784440994;0.00384624255821109;0.0080338241532445;-0.0011646308703348;0.765607237815857;-0.958385646343231;0.300003170967102;-0.00232700468041003;-0.000714060210157186;-0.00118278211448342
305;0.3;0.5;0.4;0.8874133783528;1.26614360411434;0.93473529773946;0.98923835670502;1.38155841663032;0.936988779473954;-0.168503850698471;-0.913603007793427;0.300054430961609;-0.00720981322228909;-0.00625249976292253;-0.00129654677584767;-0.2591592669487;-0.0308323130011559;0.29999053478241;0.00564341014251113;0.0121419345960021;-0.00128586811479181;0.730035603046417;-0.0215567778795958;0.300016045570374;0.00384543603286147;0.00803826935589314;-0.00128086004406214;0.76518189907074;-0.957886159420013;0.299988001585007;-0.00232046656310558;-0.000792378443293273;-0.00119436450768262
306;0.3;0.5;0.4;0.887588113462916;1.26686722124805;0.935366406001417;0.989509350569362;1.38155650778297;0.936838972576145;-0.169594407081604;-0.91382896900177;0.300081640481949;-0.00719228805974126;-0.00623437250033021;-0.00108977046329528;-0.260066270828247;-0.030863793566823;0.300025701522827;0.00555950775742531;0.0120835853740573;-0.00112365139648318;0.729395985603333;-0.0212098844349384;0.300043970346451;0.00386339938268065;0.00804395135492086;-0.00104069104418159;0.764757513999939;-0.957381248474121;0.300019919872284;-0.0023246998898685;-0.000799592409748584;-0.000958808057475835
307;0.3;0.5;0.4;0.887759856171336;1.26758996645483;0.935992847625189;0.989790266606;1.38155301745809;0.936683768999971;-0.170679822564125;-0.914049208164215;0.300144106149673;-0.0071521895006299;-0.00623648753389716;-0.000542194582521915;-0.260978430509567;-0.0308936592191458;0.300089508295059;0.00559561792761087;0.0121512478217483;-0.000641574384644628;0.728760957717896;-0.020857959985733;0.300107002258301;0.00389841734431684;0.00803758297115564;-0.00052495941054076;0.764333188533783;-0.956866025924683;0.30008465051651;-0.00233484292402863;-0.00079748424468562;-0.000476589950267226
308;0.3;0.5;0.4;0.887940222166191;1.26831038028417;0.936613178457595;0.990069705682474;1.38155015992287;0.936525797624688;-0.171758562326431;-0.914262413978577;0.300197690725327;-0.00711309909820557;-0.00622429931536317;-0.000803570554126054;-0.261884540319443;-0.030907928943634;0.300143390893936;0.00568370660766959;0.0123013164848089;-0.00091071316273883;0.728130459785461;-0.0205001588910818;0.300160139799118;0.00392266735434532;0.00804054643958807;-0.000746566860470921;0.763908863067627;-0.956342279911041;0.300141721963882;-0.00235830806195736;-0.000810955360066146;-0.000786561460699886
309;0.3;0.5;0.4;0.888175603445105;1.2690309217584;0.937190428063989;0.990343799357153;1.38154917829921;0.936366828106112;-0.172793313860893;-0.914506435394287;0.300214320421219;-0.0070525398477912;-0.00617265561595559;-0.000829417142085731;-0.262779176235199;-0.0309010669589043;0.300167053937912;0.00574987102299929;0.0124021545052528;-0.000962262565735728;0.727506101131439;-0.0201348997652531;0.300187170505524;0.00395600683987141;0.00803475454449654;-0.000808557611890137;0.763486504554749;-0.955810189247131;0.300168216228485;-0.00237424368970096;-0.000805637799203396;-0.000791917729657143
310;0.3;0.5;0.4;0.888363594158305;1.26974901399345;0.937807090601105;0.990621492861227;1.38154520177112;0.936202339561757;-0.173862546682358;-0.914697527885437;0.300190001726151;-0.00702137080952525;-0.0060636973939836;-0.00103974749799818;-0.263670444488525;-0.0308850947767496;0.300136625766754;0.00570029439404607;0.0123788630589843;-0.0011758275795728;0.726888597011566;-0.0197618119418621;0.300154894590378;0.0039861062541604;0.00804958865046501;-0.00112020911183208;0.763066709041595;-0.955264866352081;0.300141125917435;-0.00238746823742986;-0.000754750857595354;-0.0010257848771289
311;0.3;0.5;0.4;0.88852399719763;1.27044915370714;0.938418113483121;0.990907891349949;1.38153703075363;0.936032395686309;-0.174921363592148;-0.914855659008026;0.300124078989029;-0.00699433172121644;-0.00589616177603602;-0.00167288561351597;-0.264563590288162;-0.0308651812374592;0.300063222646713;0.00567370606586337;0.0123794479295611;-0.00181058887392283;0.726277709007263;-0.0193774159997702;0.300075769424438;0.00401327945291996;0.00808436051011086;-0.00172683352138847;0.762650370597839;-0.954702854156494;0.300074011087418;-0.00239198072813451;-0.000687028164975345;-0.00162494904361665
312;0.3;0.5;0.4;0.888684089858832;1.27114069640336;0.939019147593358;0.991191792752329;1.3815249608203;0.935858525021455;-0.17596547305584;-0.914997577667236;0.300045639276505;-0.00694388197734952;-0.00584397371858358;-0.0016344467876479;-0.265447646379471;-0.0308299735188484;0.299980401992798;0.00576703064143658;0.012500736862421;-0.00174488360062242;0.725673317909241;-0.0189807470887899;0.29999366402626;0.00403672503307462;0.00812297035008669;-0.00164022494573146;0.762238144874573;-0.954124689102173;0.300001263618469;-0.00238961353898048;-0.000657459429930896;-0.00156517617870122
313;0.3;0.5;0.4;0.888871261031411;1.27183618189589;0.939610877162215;0.991461830278248;1.38151289944516;0.935686964390547;-0.176996529102325;-0.915141403675079;0.300007075071335;-0.00687092216685414;-0.00588949490338564;-0.00117163837421685;-0.266313403844833;-0.0307689625769854;0.299943655729294;0.00595563277602196;0.0126841031014919;-0.0012696806807071;0.725073397159576;-0.018571762368083;0.299960523843765;0.00405550887808204;0.00815756246447563;-0.00115770066622645;0.761829555034637;-0.953536510467529;0.299972027540207;-0.00237362971529365;-0.000682055426295847;-0.00113042828161269
314;0.3;0.5;0.4;0.8890877576701;1.27253594570028;0.940194707802683;0.991713969347949;1.38150198158551;0.935520335324052;-0.178014099597931;-0.91528856754303;0.30004757642746;-0.00678989244624972;-0.0059166825376451;-0.000407245970563963;-0.267156451940536;-0.030680924654007;0.299992293119431;0.00608184654265642;0.0128130270168185;-0.000501623144373298;0.724478363990784;-0.01815140619874;0.30001026391983;0.00407679239287972;0.00818368047475815;-0.000355029915226623;0.761426329612732;-0.952941834926605;0.300022006034851;-0.00235540722496808;-0.000708446779754013;-0.00033497269032523
315;0.3;0.5;0.4;0.889312200649636;1.27323438193936;0.940771459722967;0.991965621937383;1.38149249139769;0.935354459386033;-0.17902085185051;-0.915430188179016;0.300091862678528;-0.00674536824226379;-0.00590932974591851;-0.000727689417544752;-0.267994999885559;-0.030580036342144;0.300054550170898;0.00602398859336972;0.012797724455595;-0.000771318504121155;0.723887264728546;-0.01772047765553;0.300069659948349;0.00408076541498303;0.00820312649011612;-0.000637723482213914;0.761026382446289;-0.952337324619293;0.30008465051651;-0.00235373759642243;-0.000684114522300661;-0.000661111786030233
316;0.3;0.5;0.4;0.889530070876647;1.27393228796477;0.941347169749931;0.992226886369062;1.38148209322979;0.935184764617142;-0.18002150952816;-0.915560722351074;0.300089627504349;-0.00673405546694994;-0.00587434135377407;-0.000758959038648754;-0.26883664727211;-0.0304756313562393;0.300072193145752;0.00598863326013088;0.0127878803759813;-0.000761736184358597;0.723302483558655;-0.0172794535756111;0.300080150365829;0.00410362705588341;0.00822460185736418;-0.00073102448368445;0.760630965232849;-0.951718926429749;0.300097733736038;-0.00234561855904758;-0.000627003144472837;-0.00062431104015559
317;0.3;0.5;0.4;0.889767269665372;1.27473222264238;0.94195224313543;0.992583680041469;1.38153214276008;0.935101796288148;-0.181019932031631;-0.915678918361664;0.300025373697281;-0.00682593788951635;-0.00564378779381514;-0.000777204462792724;-0.269665062427521;-0.0303383991122246;0.300016671419144;0.00561424624174833;0.0124950595200062;-0.00088690483244136;0.72282612323761;-0.0167881865054369;0.300022095441818;0.00448866281658411;0.00839095003902912;-0.000794789637438953;0.760264575481415;-0.951140224933624;0.300043404102325;-0.00231799390166998;-0.000486256612930447;-0.000750905834138393
318;0.3;0.5;0.4;0.889975234149519;1.27541645478431;0.942529645037403;0.992842365935022;1.38152227475946;0.934925332700105;-0.181997776031494;-0.915780067443848;0.299909174442291;-0.006771479267627;-0.00559209706261754;-0.00115492765326053;-0.270495116710663;-0.0302157625555992;0.299903750419617;0.00563182448968291;0.0125657180324197;-0.00128485204186291;0.722250044345856;-0.0163230020552874;0.299908846616745;0.00443994347006083;0.00841089617460966;-0.00120338390115649;0.759892523288727;-0.950490236282349;0.299939572811127;-0.00230223033577204;-0.000415285991039127;-0.00113573239650577
319;0.3;0.5;0.4;0.890108817689716;1.27610038782671;0.943098055650148;0.993141170417038;1.38148911898256;0.934758864099626;-0.182962343096733;-0.915870487689972;0.299849092960358;-0.00671464577317238;-0.00553360395133495;-0.000386091909604147;-0.27135756611824;-0.0301617365330458;0.299845904111862;0.00571558298543096;0.0127180144190788;-0.000529199140146375;0.721680343151093;-0.0158405937254429;0.299844861030579;0.00441242102533579;0.00845528487116098;-0.000495315995067358;0.759523987770081;-0.9498330950737;0.29987496137619;-0.00228834338486195;-0.000414177717175335;-0.000453593558631837
320;0.3;0.5;0.4;0.890353320276977;1.27678525067689;0.94366408659412;0.993493331787974;1.38156908956361;0.934599164539863;-0.183918356895447;-0.915942311286926;0.299768298864365;-0.00666773831471801;-0.00543347839266062;-0.000398807052988559;-0.272263407707214;-0.0299828387796879;0.299753099679947;0.00551390089094639;0.0126037001609802;-0.000653527153190225;0.721122026443481;-0.0153411338105798;0.299757331609726;0.00440300581976771;0.0084691010415554;-0.000519330787938088;0.759160697460175;-0.949165880680084;0.299790024757385;-0.00227153301239014;-0.000419722404330969;-0.000455325760412961
321;0.3;0.5;0.4;0.890654736617275;1.27746552488075;0.944227797120512;0.993717099685511;1.38160720502896;0.934446321574873;-0.184867173433304;-0.915991485118866;0.299687713384628;-0.00661327736452222;-0.00532467802986503;-0.000523486756719649;-0.27303022146225;-0.029710978269577;0.299656212329864;0.00578576838597655;0.0129592278972268;-0.000719069852493703;0.720575451850891;-0.0148301124572754;0.299670785665512;0.00446391198784113;0.00849366188049316;-0.000576513120904565;0.7588010430336;-0.948494255542755;0.299702107906342;-0.00225862651132047;-0.00043748680036515;-0.000600165920332074
322;0.3;0.5;0.4;0.890786448287968;1.27821648296953;0.944885448920025;0.994038714512854;1.3816031024138;0.934299834810872;-0.185907885432243;-0.91602236032486;0.299592643976212;-0.00659240409731865;-0.00525790778920054;-0.00059521768707782;-0.273879855871201;-0.0295905079692602;0.299567878246307;0.00537528702989221;0.0126904407516122;-0.000744931341614574;0.720041334629059;-0.014305449090898;0.299581706523895;0.00459245918318629;0.00856750179082155;-0.000623217085376382;0.758442521095276;-0.947815775871277;0.29961097240448;-0.00225972943007946;-0.000442163291154429;-0.000587992661166936
323;0.3;0.5;0.4;0.891012983936584;1.27890625262771;0.945450773543993;0.994323666624736;1.38163259768958;0.934160432368189;-0.186857253313065;-0.916035175323486;0.299544125795364;-0.00661273114383221;-0.00524239195510745;-0.000186521647265181;-0.274685502052307;-0.0293614268302917;0.299505591392517;0.00543202925473452;0.0127224614843726;-0.000319131941068918;0.719515860080719;-0.0137663781642914;0.299520283937454;0.00469942390918732;0.00863385945558548;-0.000258185435086489;0.758082032203674;-0.947130382061005;0.299546897411346;-0.00228075217455626;-0.000452219974249601;-0.000315013632643968
324;0.3;0.5;0.4;0.891215477310601;1.27960265772809;0.946020763285843;0.994606362353497;1.38164439186318;0.934025863022018;-0.187816292047501;-0.916036248207092;0.299531012773514;-0.00668149814009666;-0.00520651182159781;-7.91210040915757E-05;-0.275488376617432;-0.0291435644030571;0.299492597579956;0.00535400398075581;0.01263945735991;-0.000142241566209123;0.718990445137024;-0.0132159432396293;0.29949814081192;0.00470653548836708;0.00865310151129961;-0.000132319662952796;0.757715821266174;-0.946438670158386;0.299520671367645;-0.00232463865540922;-0.000459096569102258;-0.000136071015731432
325;0.3;0.5;0.4;0.891432614894673;1.28029050813925;0.946556431405363;0.99485763154746;1.3815821565488;0.933820408517584;-0.188787505030632;-0.9160196185112;0.299529165029526;-0.00677436823025346;-0.00511935353279114;-0.000301930558634922;-0.276272535324097;-0.0288902726024389;0.299499869346619;0.00538036040961742;0.0126724783331156;-0.00035726057831198;0.71845269203186;-0.0126597732305527;0.299490869045258;0.00458567729219794;0.0086152134463191;-0.00034753032377921;0.75730437040329;-0.945671617984772;0.299514919519424;-0.00238604703918099;-0.000471113598905504;-0.000358967197826132
326;0.3;0.5;0.4;0.891659411915748;1.2809626586414;0.947138754611212;0.995064189164784;1.38158383409645;0.933677172870043;-0.189769953489304;-0.915981709957123;0.299572378396988;-0.00685003818944097;-0.00502843875437975;0.00012852146755904;-0.277029663324356;-0.0286022815853357;0.299542367458344;0.00555313052609563;0.0128942243754864;5.65445225220174E-05;0.717897653579712;-0.0120985051617026;0.299522161483765;0.00447388412430882;0.00859762635082006;5.32807280251291E-05;0.756925404071808;-0.94495964050293;0.29955267906189;-0.0024215211160481;-0.000424145284341648;0.000111954323074315
327;0.3;0.5;0.4;0.891917469404186;1.28163170557927;0.947725482645274;0.995227831145368;1.38158285093785;0.933533385090179;-0.190759167075157;-0.915929853916168;0.299645692110062;-0.00688832253217697;-0.00501349056139588;-0.000163144068210386;-0.27775102853775;-0.0282648336142302;0.29961422085762;0.00579869048669934;0.0132046844810247;-0.000303572160191834;0.717336058616638;-0.0115279024466872;0.299597650766373;0.0044692475348711;0.00862346682697535;-0.000185232929652557;0.756543457508087;-0.944237589836121;0.299626976251602;-0.00245142774656415;-0.000375884177628905;-0.000210104131838307
328;0.3;0.5;0.4;0.892201727597235;1.28230774030269;0.948310911640399;0.995373426781806;1.38158205413285;0.933393430054352;-0.191748276352882;-0.915872514247894;0.299711972475052;-0.00688911415636539;-0.0050421291962266;-0.000258061481872573;-0.278449684381485;-0.0278934668749571;0.299674808979034;0.00600186735391617;0.0134465154260397;-0.00036288722185418;0.716779470443726;-0.0109468409791589;0.299666881561279;0.00452988501638174;0.00866567902266979;-0.000276819540886208;0.756159842014313;-0.943509161472321;0.299697071313858;-0.00247696926817298;-0.000383188162231818;-0.000228914388571866
329;0.3;0.5;0.4;0.892493314964944;1.28298958748572;0.94888530119679;0.995521584663459;1.38157978458163;0.933262018901076;-0.192729890346527;-0.915810585021973;0.299818068742752;-0.00682716025039554;-0.00504074990749359;0.000305121677229181;-0.279139995574951;-0.0275101792067289;0.299771994352341;0.00609657540917397;0.0135447727516294;0.000155626068590209;0.716233789920807;-0.0103563843294978;0.299774199724197;0.0045935120433569;0.00868145003914833;0.000288183626253158;0.755772054195404;-0.942780494689941;0.299808382987976;-0.00248354440554976;-0.000454588298453018;0.000315621087793261
330;0.3;0.5;0.4;0.892771335055887;1.28366006960123;0.949450053061092;0.995678475863321;1.38156479041194;0.933110761060177;-0.193700596690178;-0.915735006332397;0.299913257360458;-0.00675059063360095;-0.00494243716821075;6.75290630169911E-06;-0.279835075139999;-0.0271285083144903;0.299860000610352;0.00609239097684622;0.0135501883924007;-0.0002329510753043;0.715691924095154;-0.0097612664103508;0.299877375364304;0.00457707606256008;0.00866696983575821;-3.43785686709452E-05;0.755385339260101;-0.942027390003204;0.299907088279724;-0.0024913449306041;-0.000409543310524896;-0.000197268920601346
331;0.3;0.5;0.4;0.893026109241169;1.28431542388059;0.950013113057536;0.995790443704695;1.38154425736679;0.933003761011104;-0.194658473134041;-0.91563892364502;0.299942255020142;-0.00666118832305074;-0.00483312038704753;-0.000299352104775608;-0.280537456274033;-0.0267517361789942;0.299886375665665;0.00605844054371119;0.0135050546377897;-0.000371666712453589;0.715096533298492;-0.00910048745572567;0.299912303686142;0.00457944953814149;0.00866809021681547;-0.000345041771652177;0.755009353160858;-0.941250145435333;0.299936145544052;-0.00247090822085738;-0.000315376499202102;-0.000262333982391283
332;0.3;0.5;0.4;0.893261744585578;1.28495952576511;0.950577688346927;0.995967804331207;1.38152807456433;0.932836584742561;-0.195604398846626;-0.915524482727051;0.299929976463318;-0.00658470019698143;-0.00476153427734971;-0.000783538329415023;-0.281244337558746;-0.0263775065541267;0.299882739782333;0.00603722129017115;0.013460292480886;-0.000825688533950597;0.714562773704529;-0.00848716218024492;0.299904704093933;0.00464216899126768;0.00873140245676041;-0.000770490209106356;0.754646122455597;-0.940462172031403;0.299929589033127;-0.00245380587875843;-0.000243858419707976;-0.000710150576196611
333;0.3;0.5;0.4;0.893485179415083;1.28560511040678;0.951137328761608;0.996156307311506;1.38151398396278;0.932681710281109;-0.196537554264069;-0.915394604206085;0.299925178289413;-0.00647118547931314;-0.00471629202365875;-0.000425168924266472;-0.281950145959854;-0.0260012969374657;0.299880772829056;0.00608492875471711;0.0134454406797886;-0.000500872556585819;0.714040875434876;-0.00785539112985134;0.299901187419891;0.00474142143502831;0.00882025342434645;-0.000489054538775235;0.754289984703064;-0.939668238162994;0.299922049045563;-0.00241848989389837;-0.000302631000522524;-0.000485352065879852
334;0.3;0.5;0.4;0.893699646831472;1.28624979866452;0.951691525855348;0.996351224390274;1.38150801272181;0.932547238360732;-0.19745284318924;-0.915248870849609;0.299932092428207;-0.00634774612262845;-0.00463760038837791;-0.000416249298723415;-0.282648473978043;-0.0256193056702614;0.299891650676727;0.00616480084136128;0.0134691940620542;-0.000473941734526306;0.713532567024231;-0.00720474915578961;0.29991027712822;0.00478576589375734;0.00889609940350056;-0.000487658253405243;0.753945350646973;-0.938875913619995;0.299923896789551;-0.00237879855558276;-0.000353443872882053;-0.000483495154185221
